,real_target,Prediction
2459,pleural empyema : diagnosis,[{'summary_text': 'pleural empyema : diagnostic physiology : treatments . ephemeral fluid : diagnosis'}]
2460,atheroma : symptoms,"[{'summary_text': 'atheromatous disease : symptoms : treatments . experts: treatments: treatments, treatments : diagnosis : prevention : treatment'}]"
2461,diplopia : treatments,[{'summary_text': 'binocular diplopia : treatments physiology : treatment . traumatis - treatment - treatments'}]
2462,social stigma : general,"[{'summary_text': 'social stigma . a person based on perceivable social characteristics . it relates to culture, gender, race, intelligence and health .'}]"
2463,central nervous system viral disease : prevention,"[{'summary_text': 'hyper immune immunoglobulin . poliomyelitis, measles, japanese encephalitis .'}]"
2464,wakefulness : general,[{'summary_text': 'wakefulness . symbiosis : physiology . adolescence : general'}]
2465,emmetropia : general,[{'summary_text': 'emmetropia . a human eye in a state of infinity . it requires no corrective lenses or a visual acuity .'}]
2466,low back pain : treatments,[{'summary_text': 'low back pain : treatments - treatments – physiology – treatment – treatments : interventions – interventions : prevention'}]
2467,chorioamnionitis : diagnosis,[{'summary_text': 'chorioamnionitis . symptoms - symptoms : diagnosis : diagnostics : treatments : diagnoses . veterinary syndrome : symptoms'}]
2468,langer–giedion syndrome : causes,[{'summary_text': 'langer–giedion syndrome : physiology : causes physiologic : treatments . physiologies : symptoms'}]
2469,pre-eclampsia : symptoms,[{'summary_text': 'pre-eclampsia : diagnosis physiology - diagnosis - physiologic : diagnostic . edema|swelling: diagnosis'}]
2470,pancytopenia : causes,[{'summary_text': 'iatrogenic pancytopenia . hepatitis c - i : causes . causes : symptoms'}]
2471,yaws : general,[{'summary_text': 'yaws disease : physiology : treatments . physiologic syphilia : diagnosis'}]
2472,vitamin d deficiency : general,"[{'summary_text': 'vitamin d deficiency : physiology : causes physiological : treatments . sociology, genetics : symptoms'}]"
2473,juvenile myoclonic epilepsy : causes,[{'summary_text': 'juvenile myoclonic epilepsy : physiology - diagnosis : causes . ephemeral myocystic sclerosis'}]
2474,pulmonary hypertension : general,[{'summary_text': 'pulmonary hypertension : physiology : symptoms : causes . socioeconomic status : treatments  san francisco syndrome : general'}]
2475,hidradenitis : symptoms,[{'summary_text': 'hidradenitis suppurativa . symptoms include inflammatory skin disease . physiology : symptoms : causes'}]
2476,female infertility : causes,[{'summary_text': 'fetal infertility : causes . sex-induced infertile infertal disease : physiology'}]
2477,acute eosinophilic leukemia : general,[{'summary_text': 'acute eosinophilic leukemia . symptoms include bronchospasm and hypereocardial fibrosis .'}]
2478,ichthyosis vulgaris : treatments,[{'summary_text': 'symptoms of the disease : cure . experts warn people to take precautions while showering . prevention of septicemia .'}]
2479,addison's disease : general,"[{'summary_text': ""addison's disease . causes include adrenocorticotropic hormone . symptoms include sepsis .""}]"
2480,cystocele : diagnosis,[{'summary_text': 'voiding cystourethrogram : physiology - diagnosis : diagnosis physiologic : treatments . diagnosis'}]
2481,facioscapulohumeral muscular dystrophy : physiology,[{'summary_text': 'gene telomeric : physiology . chromosomal disease : causes physiological biology : mechanisms'}]
2482,luteoma : symptoms,[{'summary_text': 'luteoma : physiology : symptoms : treatments  san francisco syndrome : signs'}]
2483,cognitive neuroscience : general,[{'summary_text': 'cognitive neuroscience : physiological physiology : treatments . physiologic neuropathy : diagnosis : causes : symptoms'}]
2484,syringomyelia : symptoms,"[{'summary_text': 'syringomyelia . symptoms include chronic pain, paresthesia, paralysis . symptomatic physiology : symptoms'}]"
2485,ainhum : causes,[{'summary_text': 'ainhum : physiology - causes : causes physiologic : symptoms . diagnosis: causes'}]
2486,periapical granuloma : physiology,[{'summary_text': 'periapical granuloma : physiology : treatments physiologique . physiologic fibroblast : diagnosis'}]
2487,rocky mountain spotted fever : treatments,[{'summary_text': 'rocky mountain spotted fever . doxycycline is a tetracycline . it is the preferred drug for patients with ehrlichiosis .'}]
2488,taeniasis : general,"[{'summary_text': 'taeniasis : physiology : causes . causes : symptoms: causes, causes, symptoms : treatments'}]"
2489,myotonia congenita : general,"[{'summary_text': 'myotonia congenita . he says symptoms include delayed relaxation of the muscles . symptoms include stiffness, hypertrophy .'}]"
2490,receptive aphasia : general,"[{'summary_text': ""wernicke's aphasia . symptoms : physiology  receptive speech disorder : general""}]"
2491,mycobacterium avium-intracellulare infection : causes,[{'summary_text': 'mycobacterium avium complex . microbial co-operation : causes . causes : physiology .'}]
2492,hypothyroidism : prevention,[{'summary_text': 'iodine deficiency : prevention - prevention . san francisco-based health care : treatments'}]
2493,parasitemia : general,[{'summary_text': 'parasitic parasitemia : physiology . hepatitis c : treatments : diagnosis'}]
2494,eclampsia : prevention,[{'summary_text': 'pre-eclampsia : prevention - prevention : treatments . dermatologists : treatment physiology: treatments'}]
2495,diabetes insipidus : diagnosis,[{'summary_text': 'diabetes insipidus : treatments physiology - treatments - Physiology . adipsia : diagnosis'}]
2496,prolidase deficiency : symptoms,[{'summary_text': 'prolidase deficiency . he says symptoms can vary from diagnosis to diagnosis . symptoms can be asymptomatic .'}]
2497,craniopharyngioma : treatments,[{'summary_text': 'malignant craniopharyngioma . he says treatment consists of subfrontal or transsphenoidal excision . surgery : treatments'}]
2498,therapeutic relationship : general,[{'summary_text': 'therapeutic relationship . general . physiology of the u.s. is a . human body . it can be viewed as symptomatic .'}]
2499,dyslipidemia : treatments,[{'summary_text': 'statins fibrates ezetimibe . symbiosis : physiology - psychiatric'}]
2500,gastroparesis : physiology,[{'summary_text': 'diabetic gastroparesis : physiology : causes physiologic : mechanisms physiologique . physiotherapy : symptoms'}]
2501,dwarfism : general,[{'summary_text': 'dwarfism : physiology : causes . physiologic syndrome : symptoms : treatments : prevention : diagnosis'}]
2502,rolandic epilepsy : causes,[{'summary_text': 'benign epilepsy with centrotemporal spikes . chromosome 15q14 : physiology : diagnosis : treatments'}]
2503,acrodynia : general,[{'summary_text': 'acrodynia : physiology : symptoms . physiologic syndrome : causes physiological diagnosis'}]
2504,cryoglobulinemia : treatments,[{'summary_text': 'cryoglobulinemic disease : treatments physiology - treatments : interventions physiologique : prevention : treatment physiologies :'}]
2505,carcinogenesis : general,[{'summary_text': 'apoptosis : physiology - Physiology : general . physiologic cancer : causes'}]
2506,surrogacy : general,[{'summary_text': 'surrogacy : general hegemony . heelen: symbiosis : physiology'}]
2507,myelodysplastic syndrome : treatments,[{'summary_text': 'erythropoietin syndrome : treatments . physiologic reversal of mds : therapies'}]
2508,spermatocele : general,[{'summary_text': 'spermatocele : physiology : causes . physiologic syndrome : symptoms : treatments'}]
2509,methemoglobinemia : general,"[{'summary_text': 'methemoglobinemia . symptoms include headache, dizziness, shortness of breath . complications include heart arrhythmia .'}]"
2510,primary hyperparathyroidism : diagnosis,[{'summary_text': 'primary hyperparathyroidism : diagnose : diagnosis : diagnostic physiology : treatments : interventions : causes  euphoria : symptoms'}]
2511,lupus erythematosus : treatments,[{'summary_text': 'belimumab : treatments : treatment - treatment : therapies . lupus disease : medications'}]
2512,air embolism : symptoms,[{'summary_text': 'pancreatitis . symptoms include hypotension shortness of breath in divers symptoms . physiology : diagnosis . diagnosis'}]
2513,contact dermatitis : causes,[{'summary_text': 'allergic contact dermatitis : physiology : causes : symptoms : treatments : general : prevention : interventions  sociology'}]
2514,oesophagostomum : diagnosis,[{'summary_text': 'oesophagostomum infection : diagnosis physiology - diagnosis - physiologic . adolescent oporosis : diagnostic'}]
2515,homocystinuria : causes,"[{'summary_text': 'deficiency of cystathionine beta synthase . folic acid, vitamin b12 and/or pyridoxine .'}]"
2516,septic shock : general,[{'summary_text': 'septic shock : physiology : symptoms : causes . socio-economic equivalency syndrome : general'}]
2517,thymoma : general,[{'summary_text': 'myasthenia gravis : causes . thymoma : physiology : symptoms'}]
2518,hypoglossal nerve : general,[{'summary_text': 'hypoglossal nerve . he says it focuses solely on the tongue . neuron disease : physiology'}]
2519,febrile seizure : physiology,[{'summary_text': 'febrile seizures : physiology : causes physiologic : mechanisms . physiological esophageal fibrosis : symptoms'}]
2520,kaposi's sarcoma : causes,"[{'summary_text': ""kaposi's sarcoma-associated herpesvirus . kshv is present in almost 100% of lesions .""}]"
2521,anemia : symptoms,[{'summary_text': 'iron-deficiency anemia . symptoms include weakness or fatigue . signs of hyperdynamic circulation . syndrome : causes . causes'}]
2522,yellow fever : causes,[{'summary_text': 'yellow fever : physiology : causes physiologies - causes : symptoms . sociology: causes'}]
2523,growth hormone deficiency : causes,[{'summary_text': 'growth hormone deficiency in childhood . ghd : physiology : causes . causes : symptoms : treatments'}]
2524,proteus (bacterium) : general,"[{'summary_text': ""'proteus'' bacilli . genus is gram-negative . it can be found in animal matter, sewage, manure soil .""}]"
2525,mucositis : prevention,[{'summary_text': 'oral mucositis : physiology - prevention : prevention . experts: prevention of melphalan-based cancer : treatments'}]
2526,hyperemesis gravidarum : physiology,[{'summary_text': 'chorionic gonadotropin|-hcg : pathophysiology : physiology of hg .'}]
2527,creutzfeldt–jakob disease : treatments,[{'summary_text': 'myoclonic jerks . opiates and clonazepam are common . they can be treated with antidepressants .'}]
2528,heat stroke : causes,[{'summary_text': 'heat stroke : physiology : symptoms : causes . socio-economic status : conditions : treatments : general'}]
2529,instinct : general,[{'summary_text': 'instinct or innate behavior : physiology - physiologie : causes . symbiosis : general'}]
2530,adrenoleukodystrophy : treatments,[{'summary_text': 'dietary therapy in ald . hematopoietic stem cell transplant : treatments - treatments : interventions : prevention'}]
2531,avian malaria : general,[{'summary_text': 'avian malaria : physiology : causes physiologies - causes - physiologic . physiological epidemiology'}]
2532,pelvic organ prolapse : general,[{'summary_text': 'pelvic organ prolapse : physiology : symptoms : causes . physiologic syndrome : treatments  sociology'}]
2533,maroteaux–lamy syndrome : general,[{'summary_text': 'maroteaux–lamy syndrome . hepatitis c : physiology : causes physiologic : treatments'}]
2534,juvenile myelomonocytic leukemia : treatments,[{'summary_text': 'splenectomy in jmml : treatments - treatments : interventions - interventions . experts: treatments'}]
2535,narcolepsy : diagnosis,[{'summary_text': 'narcolepsy : diagnose : treatments . experts: treatments for narcissism : diagnosis'}]
2536,alzheimer's disease : causes,"[{'summary_text': ""familial alzheimer's disease : physiology - diagnosis : causes physiological . diagnosis: causes""}]"
2537,phimosis : general,[{'summary_text': 'penis|penis : physiology : causes . phimosis - physiotherapy - causes'}]
2538,oral cancer : causes,[{'summary_text': 'oral squamous cell carcinoma : physiology : causes physiological . physiologic cancer : cause'}]
2539,poroma : general,[{'summary_text': 'poroma is a benign skin tumor . it is derived from eccrine and apocrine sweat gland .'}]
2540,microcephaly : general,[{'summary_text': 'zika virus microcephaly . causes : symptoms : treatments : diagnosis  diagnosis : causes: causes'}]
2541,"45,x/46,xy mosaicism : causes",[{'summary_text': 'y chromosome : physiology : causes . physiologic symbiosis : cause'}]
2542,togaviridae : general,[{'summary_text': 'togaviridae . is a family of rna viruses . hepatitis c : causes'}]
2543,allergic conjunctivitis : treatments,[{'summary_text': 'allergic conjunctivitis . he says antihistamines and mast cell stabilizers . anti-allergens : treatments'}]
2544,ulnar nerve entrapment : diagnosis,[{'summary_text': 'ulnar nerve impingement . symptoms - symptoms : diagnosis . diagnosis : diagnostics . biliary vascular disease'}]
2545,bleeding diathesis : causes,[{'summary_text': 'hemorrhagic fever : physiology - causes : causes . vascular coagulopathy : cause'}]
2546,lysosomal acid lipase deficiency : causes,"[{'summary_text': 'lysosomal acid lipase deficiency . causes include amputation , bowel syndrome .'}]"
2547,hemimegalencephaly : physiology,[{'summary_text': 'excessive neuronal proliferation . hamartomatous overgrowth . postulated to occur early . epidermal growth factor .'}]
2548,leptomeningeal cancer : general,[{'summary_text': 'leptomeningeal cancer : physiology : general physiologies - general : général  sociology: general'}]
2549,rhabdomyolysis : general,[{'summary_text': 'rhabdomyolysis : physiology : symptoms : causes . socioeconomic factors factors : treatments'}]
2550,barotrauma : treatments,[{'summary_text': 'pulmonary barotrauma : treatments : treatment : therapies : interventions : diagnosis : prevention : prévention : intervention : perspectives'}]
2551,pericardial effusion : diagnosis,[{'summary_text': 'pericardial effusion : physiology : diagnosis : treatments . physiologic syndrome : causes'}]
2552,stress incontinence : treatments,[{'summary_text': 'stress incontinence : treatments physiology . physiologic stress . symptoms : prevention : treatment'}]
2553,ameloblastoma : physiology,[{'summary_text': 'ameloblastoma . ct scan of a patient with a malignant swollen lymphoid .'}]
2554,hemophagocytic lymphohistiocytosis : treatments,[{'summary_text': 'emapalumab - a monoclonal antibody - is used in pediatric and adult primary hlh . ephemera : treatments'}]
2555,unverricht–lundborg disease : symptoms,[{'summary_text': 'unverricht–lundborg disease . symptoms include myoclonic jerks and tonic-clonic seizures .'}]
2556,histoplasmosis : treatments,[{'summary_text': 'severe histoplasmosis : treatments . physiology of adolescent fibromyalgia'}]
2557,ankylosis : causes,[{'summary_text': 'ankylosing spondylitis . causes include rheumatoid arthritis and reactive arthritis osteoarthritis .'}]
2558,reproductive system disease : general,[{'summary_text': 'reproductive system disease . symbiosis : causes . causes : physiology . symptoms : symptoms'}]
2559,meibomian gland : symptoms,[{'summary_text': 'meibomian gland dystrophy . hepatitis c : physiology : causes . causes'}]
2560,arteritis : diagnosis,[{'summary_text': 'takayasu arteritis . diagnosis based on unusual medical symptoms . symptoms include ehlers-danlos syndrome .'}]
2561,hypernatremia : treatments,[{'summary_text': 'hypernatremia : treatments physiology : treatment physiologie . physiologic hypernastrophic edema'}]
2562,febrile seizure : prevention,"[{'summary_text': 'phenytoin, valproate, pyridoxine, ibuprofen, zinc sulfate . recurrent febrile seizures : prevention'}]"
2563,neoplasm : causes,"[{'summary_text': 'hidradenoma : physiology : causes . physiologic cancer : symptoms : treatments, treatments'}]"
2564,surgical shock : general,[{'summary_text': 'surgical shock . hepatitis c : causes . causes : physiology . experts . cause of death'}]
2565,phosphofructokinase deficiency : general,[{'summary_text': 'phosphofructokinase deficiency . heaviness : causes . causes : physiology'}]
2566,leukostasis : symptoms,[{'summary_text': 'symptomatic leuckocytosis : physiology : symptoms : causes . socio-economic repercussions'}]
2567,pectus carinatum : diagnosis,[{'summary_text': 'pectus carinatum : diagnosis physiology : diagnoses : treatments : diagnostics . dermatologist: diagnosis'}]
2568,factor xii deficiency : symptoms,[{'summary_text': 'fxii deficiency . hepatitis c : diagnosis . consultant: diagnosis'}]
2569,neuromyelitis optica : causes,"[{'summary_text': ""neurofascin encephalitis optica . he says devic's disease is a symptom of autoimmune disease .""}]"
2570,rorschach test : general,[{'summary_text': 'rorschach test . aims to diagnose underlying thought disorder . experts say tests can be used to diagnose and diagnose symptoms .'}]
2571,pantothenate kinase-associated neurodegeneration : treatments,[{'summary_text': 'phosphopantothenate - a precursor of pantetheine - has been shown to treat pkan in a human .'}]
2572,diabetic angiopathy : general,[{'summary_text': 'diabetic angiopathy : common . common pathophysiology : general . physiology of diabetes . general'}]
2573,chondroblastoma : treatments,[{'summary_text': 'chondroblastoma . he says treatment focuses on articular bone graft . treatment aims at preventing recurrence .'}]
2574,trochlear nerve : symptoms,[{'summary_text': 'trochlear nerve palsy . symptoms : physiology : causes . causes : treatments  physiologic syndrome : symptoms'}]
2575,echinococcosis : diagnosis,[{'summary_text': 'polycystic echinococcosis . diagnosis of equivalence : diagnosis physiology : treatments'}]
2576,satiation : general,[{'summary_text': 'economic satiation : physiology . physiologic satiatism : causes . satiety : general'}]
2577,aphakia : treatments,[{'summary_text': 'artificial lens : treatments physiology . physicology : treatment physiologie : diagnosis physiologic'}]
2578,campomelic dysplasia : diagnosis,"[{'summary_text': 'in utero, diagnosis of uteria : diagnosis . hepatitis c disease : diagnostic'}]"
2579,chondroblastoma : diagnosis,[{'summary_text': 'chondroblastoma : diagnostics . physiologic disease : diagnose physiology - diagnosis : diagnosis'}]
2580,porokeratosis : general,"[{'summary_text': 'porokeratosis . characterized histologically by the presence of a cornoid lamella, a thin column of closely stacked parakeratotic cells .'}]"
2581,muir–torre syndrome : causes,[{'summary_text': 'muir–torre syndrome : treatments physiology : treatment physiologies - treatments . turcot disease : diagnosis'}]
2582,usher syndrome : physiology,[{'summary_text': 'retinitis pigmentosa . hepatitis c : physiology : causes . causes'}]
2583,medulloblastoma : treatments,[{'summary_text': 'medulloblastoma : treatments physiology : treatment : interventions : therapies  socioeconomic etiology'}]
2584,restrictive cardiomyopathy : diagnosis,"[{'summary_text': 'restrictive cardiomyopathy . diagnosis varies widely . symptoms include systolic function, diastol dysfunction .'}]"
2585,social theory : general,[{'summary_text': 'social theory : physiology : generalism . general: general equivalence . physiologic : theory'}]
2586,aseptic meningitis : diagnosis,[{'summary_text': 'aseptic meningitis . diagnosis is based on diagnosis and diagnosis . he says diagnosis can be a symptom of bacterial infection .'}]
2587,congenital limb deformities : general,[{'summary_text': 'congenital limb deformities . general musculoskeletal system : general . general skeletal limb symptom'}]
2588,borderline personality disorder : treatments,[{'summary_text': 'borderline personality disorder . symptoms : treatments : therapies . psychiatric comorbidity disorder : treatment'}]
2589,alcoholic cardiomyopathy : symptoms,"[{'summary_text': 'alcoholic cardiomyopathy . symptoms include anorexia, fatigue, weakness . amputation and septicemia .'}]"
2590,pleural cavity : general,[{'summary_text': 'pleural cavity : physiology . pulmonary pleura : anatomical sclerosis : general'}]
2591,cyanosis : causes,[{'summary_text': 'central cyanosis . hepatitis c : causes . physiologic syndrome : symptoms'}]
2592,febrile neutropenia : general,[{'summary_text': 'febrile neutropenia : physiology : symptoms : causes . physiologic syndrome : treatments'}]
2593,tarsal tunnel syndrome : causes,"[{'summary_text': 'tarsal tunnel syndrome . symptoms include numbness, nephropathy . bronchitis : causes'}]"
2594,febrile neutrophilic dermatosis : treatments,[{'summary_text': 'systemic corticosteroids . helvetia et al. coma : treatments - treatments : treatment'}]
2595,birdshot chorioretinopathy : treatments,[{'summary_text': 'birdshot chorioretinopathy : treatments physiology - treatments - physiologies - diagnosis : treatment'}]
2596,chiari malformation : physiology,[{'summary_text': 'chiari type i malformations : physiology : causes . symbiosis : symptoms'}]
2597,glanzmann's thrombasthenia : general,"[{'summary_text': ""glanzmann's thrombasthenia . it is an abnormality of the thrombocytes|platelets .""}]"
2598,polydactyly : symptoms,[{'summary_text': 'radial polydactyly : physiology : causes . physiologic limb deformity : symptoms'}]
2599,chorioamnionitis : general,[{'summary_text': 'chorioamnionitis : physiology : symptoms : causes . socioeconomic factors : treatments'}]
2600,morphea : causes,[{'summary_text': 'morphea . autoimmune disease : physiology : causes . causes : cause . cause ? causes'}]
2601,carbon monoxide poisoning : treatments,[{'summary_text': 'carbon monoxide poisoning . hexadecimal pulmonary resuscitation : treatments : treatment : therapies'}]
2602,geographic tongue : causes,[{'summary_text': 'geographic tongue : causes physiology - causes - . causes : physiologies : symptoms . physiologic diagnosis'}]
2603,reward : general,[{'summary_text': 'reward may refer to a resurgence in the u.s. . san francisco may be referred to as a reward .'}]
2604,lysosomal storage disease : general,[{'summary_text': 'lysosomal storage diseases : physiology - physiologie : causes physiologic : symptoms : treatments'}]
2605,renal artery stenosis : physiology,[{'summary_text': 'renal artery stenosis . fibrosis tubular filtration rate : physiology . steroid pulmonary disease : causes'}]
2606,hantavirus hemorrhagic fever with renal syndrome : prevention,[{'summary_text': 'rodent control . prevention : prevention - prevention – prevention . san francisco . samaritana : treatments'}]
2607,tension headache : treatments,[{'summary_text': 'tension headache : treatments - treatments : symptoms : diagnosis : treatment . stress reduction - treatment : prevention'}]
2608,vulvitis : diagnosis,"[{'summary_text': 'vulvitis . diagnosis starts with examining the medical history and pelvic examination . pap smears, urine tests, blood tests and sexually transmitted diseases .'}]"
2609,hepatocellular adenoma : symptoms,[{'summary_text': 'hepatic adenoma : physiology : symptoms : causes . symbiosis : treatments'}]
2610,transmissible spongiform encephalopathy : diagnosis,[{'summary_text': 'prpsup>sc/sup syndrome : diagnosis physiology : treatments physiologique : diagnostics'}]
2611,usher syndrome : diagnosis,[{'summary_text': 'usher syndrome : diagnose physiology : treatments physiologique : diagnostic physiologies . physiologic reversal : diagnosis'}]
2612,sertoli cell tumour : general,[{'summary_text': 'sertoli cell tumour . sex cord-gonadal stromal tumor . general : general . general adolescence'}]
2613,acne : physiology,[{'summary_text': 'acne vulgaris : physiology - physiologie – Physiology : causes physiologique : mechanisms physiologic :'}]
2614,neurosyphilis : diagnosis,[{'summary_text': 'neurosyphilis : diagnosis physiology : treatments : diagnostic physiologies . physiologic syndrome : diagnoses'}]
2615,acute radiation syndrome : causes,[{'summary_text': 'erythema : physiology : causes physiologic : treatments : prevention : interventions : diagnosis : symptoms : diagnostic'}]
2616,nervous system disease : causes,[{'summary_text': 'glioblastoma : physiology : causes physiological : treatments . physiologic syndrome : symptoms'}]
2617,pseudorabies : symptoms,[{'summary_text': 'genital infection in pigs : physiology : causes . swine disease : symptoms'}]
2618,subacute combined degeneration of spinal cord : diagnosis,[{'summary_text': 'megaloblastic anemia : physiology : diagnosis : treatments : diagnostics : interventions : symptoms : causes'}]
2619,anorexia nervosa : physiology,[{'summary_text': 'anorexic disorder : physiology : causes physiologic : treatments : symptoms : mechanisms of disease : general'}]
2620,polycystic kidney disease : symptoms,"[{'summary_text': 'high blood pressure, headaches, abdominal pain . symptoms include hematuria|blood in the urine . urination : symptoms'}]"
2621,amelogenesis imperfecta : diagnosis,[{'summary_text': 'enamel calcification : diagnose physiology : diagnosis physiologies . physiologic syndrome : symptoms'}]
2622,adrenocortical adenoma : causes,[{'summary_text': 'adrenocortical adenoma . he says physiology of adrenal cortex : physiologie'}]
2623,friedreich's ataxia : general,"[{'summary_text': ""friedreich's ataxia . causes difficulty walking, impaired speech and hypertrophic cardiomyopathy . symptoms include scoliosis and diabetes .""}]"
2624,meningococcal disease : symptoms,"[{'summary_text': ""meningococcal meningitis . symptoms include high fever, nuchal rigidity, kernig's sign . bronchitis : symptoms""}]"
2625,venous thrombosis : physiology,[{'summary_text': 'venous thrombosis : physiology : causes : mechanisms physiological : treatments . experts: mechanisms of disease'}]
2626,neonatal alloimmune thrombocytopenia : treatments,[{'summary_text': 'antenatal management : treatments physiology : prevention : interventions : causes . traumatism : symptoms'}]
2627,common bile duct stone : causes,[{'summary_text': 'stones can pass through common bile duct into the duodenum . they may be too large to pass through the duct . a diverticulum : causes'}]
2628,mycosis : causes,[{'summary_text': 'fungal infections : prevention : treatments : interventions : treatment  interventions - treatment of antibiotics - prevention prevention'}]
2629,conduction aphasia : treatments,[{'summary_text': 'conduction aphasia : treatments physiology . apneasis syndrome : treatment'}]
2630,pasteurellaceae : general,[{'summary_text': 'pasteurellaceae . genus : physiology : general physiologies - general . dermatology : treatments'}]
2631,lipid metabolism : general,[{'summary_text': 'lipid metabolism : physiology - biologism – physiologie . physiologic fatty acids : general'}]
2632,cytokine release syndrome : prevention,[{'summary_text': 'severe crs caused by some drugs . in vitro assays : physiology : treatments - treatments : prevention'}]
2633,thumb sucking : prevention,"[{'summary_text': ""sydney's eponymous sexism : psg . hepatitis c :""}]"
2634,hepatic veno-occlusive disease : diagnosis,[{'summary_text': 'doppler ultrasound of the liver . symptoms include increased phasicity of portal veins . reversal of portal flow : diagnosis'}]
2635,ascariasis : symptoms,[{'summary_text': 'helminthiasis|worm infections : physiology : symptoms : causes . symbiosis : treatments'}]
2636,digeorge syndrome : diagnosis,[{'summary_text': 'digeorge syndrome . diagnosis of atypical deletion in chromosome 22q . he says diagnosis a symptom : diagnosis'}]
2637,transient ischemic attack : causes,[{'summary_text': 'tia and stroke : physiology : causes physiological : treatments . socio-economic socioeconomic factors'}]
2638,esophagitis : general,[{'summary_text': 'esophagitis . hepatitis c : causes . adolescent reflux disease : symptoms'}]
2639,kallmann syndrome : general,"[{'summary_text': 'kallmann syndrome . he says it prevents puberty from starting or completing . symptoms include anosmia, lack of sense of smell .'}]"
2640,peritonsillar abscess : general,[{'summary_text': 'peritonsillar abscess . hepatitis : physiology : symptoms : causes . symptoms'}]
2641,hypertensive encephalopathy : general,"[{'summary_text': 'hypertensive encephalopathy . symptoms include headache, vomiting, trouble with balance . onset of eclampsia : general'}]"
2642,macroglossia : diagnosis,[{'summary_text': 'beckwith–wiedemann syndrome . macroglossia is a symptom of obstructive sleep apnea'}]
2643,macular degeneration : general,[{'summary_text': 'macular degeneration (amd) : general . general general general adolescent vision loss : physiology'}]
2644,gait abnormality : general,[{'summary_text': 'gait abnormality . general physiology : general . physiologic et al . symbiosis'}]
2645,benign prostatic hyperplasia : causes,[{'summary_text': 'prostatic hyperplasia : physiology : causes physiological : treatments : symptoms : diagnosis : general'}]
2646,pigmentation disorder : general,[{'summary_text': 'pigmentation disorder . causes of apoptosis : physiology : causes . physiologies : symptoms'}]
2647,cognitive remediation therapy : general,[{'summary_text': 'cognitive remediation aims to improve neurocognitive abilities . it focuses on cognitive function : physiology - physiologie'}]
2648,myotonia congenita : causes,"[{'summary_text': ""thomsen's myotonia : physiology : causes . sydney syndrome : symptoms""}]"
2649,tetralogy of fallot : treatments,[{'summary_text': 'ventricular outflow stenosis . he says tet spells are a treatment for pulmonary shunt .'}]
2650,gas gangrene : treatments,[{'summary_text': 'obligately anaerobic clostridia . hepatic gangrene : treatments - treatments'}]
2651,peanut allergy : prevention,[{'summary_text': 'peanut allergy : prevention - prevention : treatments : interventions - interventions . parents : treatment physiology : diagnosis'}]
2652,hereditary spherocytosis : treatments,[{'summary_text': 'hereditary spherocytosis . symptoms include anemia and hyperbilirubinemia . splenectomy : treatments'}]
2653,vocal cord dysfunction : treatments,[{'summary_text': 'vocal cord dysphoria : treatments physiology - treatments - physiotherapy - interventions . vcd symptoms'}]
2654,rhinosporidiosis : treatments,[{'summary_text': 'surgical excision - wide area electro-coagulation of the lesion base - treatment with a year-long course of dapsone .'}]
2655,metabolic syndrome : symptoms,[{'summary_text': 'metabolic syndrome : physiology : signs . sex disease . symptoms : symptoms physiologic : causes'}]
2656,fasciolosis : physiology,[{'summary_text': 'f. hepatica : physiology : causes . experts: mechanisms of infection in host : mechanisms'}]
2657,psychomotor agitation : treatments,[{'summary_text': 'atypical agitation : physiology - treatments : treatments - physiologies : interventions - interventions : prevention'}]
2658,cluster headache : diagnosis,[{'summary_text': 'ch-like head pain : diagnosis physiology : diagnoses . hepatitis c : diagnostic'}]
2659,peptic ulcer disease : symptoms,[{'summary_text': 'gastroesophageal reflux disease . symptoms include abdominal pain . symptomatic recurrence : physiology'}]
2660,embryonal carcinoma : symptoms,"[{'summary_text': 'metastasising embryonal carcinoma . symptoms include low back pain, dyspnoea, cough, haemoptysis .'}]"
2661,bell's palsy : treatments,"[{'summary_text': ""bell's palsy : treatments physiotherapy . symbiosis syndrome : treatment physiology: treatments""}]"
2662,beta-mannosidosis : general,[{'summary_text': 'beta-mannosidosis . lysosomal oligosaccharide deficiency : physiology'}]
2663,jervell and lange-nielsen syndrome : diagnosis,[{'summary_text': 'ecg holter monitoring cardiac event monitoring hearing tests . tests used may be - genetic testing electrolyte testing .'}]
2664,thiamine deficiency : general,"[{'summary_text': 'thiamine deficiency . symptoms include loss of appetite, vomiting, lactic acidosis . diagnosis : treatments'}]"
2665,helicobacter pylori : symptoms,"[{'summary_text': ""''h. pylori'' infection : symptoms : causes . symbiosis : diagnosis""}]"
2666,sacroiliitis : causes,[{'summary_text': 'sacroiliitis mri ar1934-5 . hexadecimal sclerosis : symptoms'}]
2667,status epilepticus : diagnosis,[{'summary_text': 'nonconvulsive epilepticus : definition . recurrent seizure : treatments physiology'}]
2668,salmonellosis : general,[{'summary_text': 'salmonellosis : physiology : symptoms : causes . socio-economic status : treatments  physiologic syndrome'}]
2669,agranulocytosis : causes,[{'summary_text': 'agranulocytosis : physiology : treatments : interventions : prevention : treatment  socioeconomic factors'}]
2670,toe walking : causes,[{'summary_text': 'unknown idiopathic toe walking : causes . cerebral palsy syndrome : symptoms : treatments treatments'}]
