,real_target,Prediction
2382,tooth discoloration : treatments,[{'summary_text': 'tooth discoloration is a common treatment . it can cause '}]
2383,gout : general,[{'summary_text': 'gout : a luther . '}]
2384,cholecystitis : symptoms,[{'summary_text': 'cholecystitis : symptoms . .'}]
2385,bronchopulmonary dysplasia : treatments,[{'summary_text': 'bronchopulmonary dysplasia : treatments . .'}]
2386,goitre : causes,[{'summary_text': 'goitre is a symptom of a brain disease .'}]
2387,hepatitis a : treatments,[{'summary_text': 'hepatitis a - a chronic disease .'}]
2388,vaginismus : physiology,[{'summary_text': 'vaginismus : physiology . et al'}]
2389,ideomotor apraxia : physiology,[{'summary_text': 'ideomotor apraxia : physiology .'}]
2390,fibrocystic breast changes : physiology,[{'summary_text': 'fibrocystic breast changes : physiology .'}]
2391,cannibalism : transmission,[{'summary_text': 'cannibalism transmission : transmission . spokesman:'}]
2392,gestational pemphigoid : causes,[{'summary_text': 'gestational pemphigoid : causes of disease '}]
2393,restless legs syndrome : diagnosis,[{'summary_text': 'restless legs syndrome is a condition that causes a serious injury '}]
2394,charcot–bouchard aneurysm : symptoms,[{'summary_text': 'charcot–bouchard aneurysm : symptoms'}]
2395,chédiak–higashi syndrome : causes,[{'summary_text': 'chédiak–higashi syndrome : causes .'}]
2396,paraplegia : treatments,[{'summary_text': 'paraplegia is a chronic disease . it can cause '}]
2397,synovitis : treatments,[{'summary_text': 'synovitis treatments : treatments . . click here for'}]
2398,neurofibroma : causes,[{'summary_text': 'neurofibroma is a chronic disease . it can lead to'}]
2399,down syndrome : general,[{'summary_text': 'down syndrome : a sympathetic symptom .'}]
2400,equine infectious anemia : prevention,[{'summary_text': 'equine infectious anemia is a common cause of death '}]
2401,food intolerance : general,[{'summary_text': 'food intolerance : a common occurrence . .'}]
2402,gingival recession : general,[{'summary_text': 'gingival recession : a resurgence . '}]
2403,placenta praevia : symptoms,[{'summary_text': 'placenta praevia symptomatic . .'}]
2404,necrotizing sialometaplasia : symptoms,[{'summary_text': 'necrotizing sialometaplasia : symptoms . '}]
2405,dermatitis herpetiformis : diagnosis,[{'summary_text': 'dermatitis herpetiformis is the most common diagnosis '}]
2406,feline infectious peritonitis : diagnosis,[{'summary_text': 'feline infectious peritonitis : diagnosis and diagnosis .'}]
2407,osteoporosis : prevention,[{'summary_text': 'osteoporosis is the prevention of a chronic disease .'}]
2408,syndrome of inappropriate antidiuretic hormone secretion : general,[{'summary_text': 'syndrome of inappropriate antidiuretic hormone secretion . '}]
2409,coats' disease : physiology,"[{'summary_text': ""coats' disease . physiology : physio .""}]"
2410,fecal incontinence : diagnosis,[{'summary_text': 'fecal incontinence is a common condition .'}]
2411,delirium : general,[{'summary_text': 'delirium : a symphony .'}]
2412,morgellons : general,[{'summary_text': 'morgellons is the most populous city in the u.s'}]
2413,leishmaniasis : symptoms,[{'summary_text': 'leishmaniasis symptoms : symptoms . a symptom'}]
2414,eosinophilia : causes,[{'summary_text': 'eosinophilia is a chronic disease .'}]
2415,kounis syndrome : physiology,[{'summary_text': 'kounis syndrome : physiology . .'}]
2416,sandhoff disease : treatments,[{'summary_text': 'sandhoff disease is a rare disease . it can cause'}]
2417,swine vesicular disease : symptoms,[{'summary_text': 'swine vesicular disease : symptoms .'}]
2418,allergic contact dermatitis : treatments,[{'summary_text': 'allergic contact dermatitis : treatments . u.s'}]
2419,ptosis (eyelid) : causes,[{'summary_text': 'ptosis (eyelid) is a common cause '}]
2420,esophageal rupture : general,[{'summary_text': 'esophageal rupture : a symptom .'}]
2421,hepatitis e : diagnosis,[{'summary_text': 'hepatitis e a symptom : symptom'}]
2422,closed-head injury : general,"[{'summary_text': ""closed-head injury : 'it is a serious injury'""}]"
2423,down syndrome : causes,[{'summary_text': 'down syndrome is a common disorder that affecting people with autism .'}]
2424,spirochaete : general,[{'summary_text': 'spirochaete is a u.s.'}]
2425,hernia : diagnosis,[{'summary_text': 'hernia diagnosis : diagnosis . u.s.'}]
2426,allergic contact dermatitis : causes,[{'summary_text': 'allergic contact dermatitis : causes of sclerosis .'}]
2427,scrapie : symptoms,[{'summary_text': 'scrapie symptoms : symptoms . a coma '}]
2428,fibrocystic breast changes : symptoms,[{'summary_text': 'fibrocystic breast changes . symptoms of the disease '}]
2429,hematometra : treatments,[{'summary_text': 'hematometra . treatments for a swollen'}]
2430,wiskott–aldrich syndrome : general,[{'summary_text': 'wiskott–aldrich syndrome : a symptom'}]
2431,ischemic colitis : treatments,[{'summary_text': 'ischemic colitis is a chronic disease . it can cause'}]
2432,gitelman syndrome : general,[{'summary_text': 'gitelman syndrome is the most common disorder in the world '}]
2433,myokymia : causes,[{'summary_text': 'myokymia : causes . u.s'}]
2434,essential tremor : physiology,[{'summary_text': 'essential tremor . physiology : physio .'}]
2435,neutropenic enterocolitis : general,[{'summary_text': 'neutropenic enterocolitis : a symptom .'}]
2436,synesthesia : symptoms,[{'summary_text': 'synesthesia is a common disorder . symptoms are symptomatic '}]
2437,interoception : physiology,[{'summary_text': 'interoception is a physiology . it is the most'}]
2438,ventricular aneurysm : causes,[{'summary_text': 'ventricular aneurysm causes a complication .'}]
2439,syphilis : causes,[{'summary_text': 'syphilis causes a disproportionate number of deaths .'}]
2440,central diabetes insipidus : general,[{'summary_text': 'central diabetes insipidus : a symptom .'}]
2441,hiv/aids : physiology,[{'summary_text': 'hiv/aids physiology : physiotherapy .'}]
2442,embryonal carcinoma : diagnosis,[{'summary_text': 'embryonal carcinoma is the most common symptom in the world .'}]
2443,crystal arthropathy : general,[{'summary_text': 'crystal arthropathy is the most common disease in the world .'}]
2444,fragile x syndrome : physiology,[{'summary_text': 'fragile x syndrome . physiology : physio .'}]
2445,clubfoot : causes,[{'summary_text': 'clubfoot is the most popular sport in the u.s .'}]
2446,thalamus : symptoms,[{'summary_text': 'thalamus . symptoms : symptoms . el'}]
2447,cystic kidney disease : treatments,[{'summary_text': 'cystic kidney disease is a chronic disease . it can cause '}]
2448,osteochondritis dissecans : general,[{'summary_text': 'osteochondritis dissecans are the most common disease .'}]
2449,colorado tick fever : prevention,[{'summary_text': 'colorado tick fever : prevention . u.s'}]
2450,invasive candidiasis : treatments,[{'summary_text': 'invasive candidiasis . treatments are available in the '}]
2451,cellulitis : general,[{'summary_text': 'cellulitis is the most common disease in the u.s.'}]
2452,alpha-mannosidosis : general,[{'summary_text': 'alpha-mannosidosis : a symptom .'}]
2453,hypophosphatasia : symptoms,[{'summary_text': 'hypophosphatasia symptoms : symptoms of a coma .'}]
2454,bulimia nervosa : diagnosis,[{'summary_text': 'bulimia nervosa - a condition that'}]
2455,phlebitis : treatments,[{'summary_text': 'phlebitis is a chronic disease . it is'}]
2456,hyponatremia : treatments,[{'summary_text': 'hyponatremia is a chronic disease . it can cause'}]
2457,multiple chemical sensitivity : general,[{'summary_text': 'multiple chemical sensitivity - a common occurrence . .'}]
2458,hearing loss : general,[{'summary_text': 'hearing loss : a spokesman for the u.s'}]
2459,pleural empyema : diagnosis,[{'summary_text': 'pleural empyema : diagnosis . .'}]
2460,atheroma : symptoms,[{'summary_text': 'atheroma symptoms : symptoms of sympathy '}]
2461,diplopia : treatments,[{'summary_text': 'diplopia treatments are available in the u.s. .'}]
2462,social stigma : general,[{'summary_text': 'social stigma : a symbiotic ad '}]
2463,central nervous system viral disease : prevention,[{'summary_text': 'central nervous system viral disease : prevention . click here for more information'}]
2464,wakefulness : general,[{'summary_text': 'wakefulness : a skepticism - a'}]
2465,emmetropia : general,[{'summary_text': 'emmetropia is a nasa-based'}]
2466,low back pain : treatments,[{'summary_text': 'low back pain : treatments . . click here for all the'}]
2467,chorioamnionitis : diagnosis,[{'summary_text': 'chorioamnionitis : diagnosis .'}]
2468,langer–giedion syndrome : causes,[{'summary_text': 'langer–giedion syndrome is a chronic disease .'}]
2469,pre-eclampsia : symptoms,[{'summary_text': 'pre-eclampsia symptom : symptoms .'}]
2470,pancytopenia : causes,[{'summary_text': 'pancytopenia is a chronic disease . it can lead to'}]
2471,yaws : general,[{'summary_text': 'yaws is the latest in the u.s.'}]
2472,vitamin d deficiency : general,[{'summary_text': 'vitamin d deficiency : a symptom .'}]
2473,juvenile myoclonic epilepsy : causes,[{'summary_text': 'juvenile myoclonic epilepsy : causes of . '}]
2474,pulmonary hypertension : general,[{'summary_text': 'pulmonary hypertension : a systomie '}]
2475,hidradenitis : symptoms,[{'summary_text': 'hidradenitis symptoms : symptoms of . .'}]
2476,female infertility : causes,[{'summary_text': 'female infertility is the cause of a sclerosis '}]
2477,acute eosinophilic leukemia : general,[{'summary_text': 'acute eosinophilic leukemia : a'}]
2478,ichthyosis vulgaris : treatments,[{'summary_text': 'ichthyosis vulgaris : treatments . '}]
2479,addison's disease : general,"[{'summary_text': ""addison's disease : 'it's a""}]"
2480,cystocele : diagnosis,[{'summary_text': 'cystocele : diagnosis of a coma .'}]
2481,facioscapulohumeral muscular dystrophy : physiology,[{'summary_text': 'facioscapulohumeral muscular dystrophy :'}]
2482,luteoma : symptoms,[{'summary_text': 'luteoma symptoms : symptoms of . bowel syndrome'}]
2483,cognitive neuroscience : general,[{'summary_text': 'cognitive neuroscience : a skepticism . .'}]
2484,syringomyelia : symptoms,[{'summary_text': 'syringomyelia symptoms : symptoms of stroke .'}]
2485,ainhum : causes,[{'summary_text': 'ainhum is the cause of affluence .'}]
2486,periapical granuloma : physiology,[{'summary_text': 'periapical granuloma : physio'}]
2487,rocky mountain spotted fever : treatments,[{'summary_text': 'rocky mountain spotted fever . symptoms are common in the uk'}]
2488,taeniasis : general,[{'summary_text': 'taeniasis is the most common disease in the world '}]
2489,myotonia congenita : general,[{'summary_text': 'myotonia congenita : a general .'}]
2490,receptive aphasia : general,[{'summary_text': 'receptive aphasia : symptoms .'}]
2491,mycobacterium avium-intracellulare infection : causes,[{'summary_text': 'mycobacterium avium-intracellulare infection .'}]
2492,hypothyroidism : prevention,[{'summary_text': 'hypothyroidism is the prevention of a serious illness .'}]
2493,parasitemia : general,[{'summary_text': 'parasitemia : a sympathetic sclerosis '}]
2494,eclampsia : prevention,[{'summary_text': 'eclampsia : prevention of . .'}]
2495,diabetes insipidus : diagnosis,[{'summary_text': 'diabetes insipidus in sydney : diagnosis'}]
2496,prolidase deficiency : symptoms,[{'summary_text': 'prolidase deficiency symptoms : symptoms .'}]
2497,craniopharyngioma : treatments,[{'summary_text': 'craniopharyngioma is a chronic disease .'}]
2498,therapeutic relationship : general,[{'summary_text': 'therapeutic relationship : a symbiotic acous'}]
2499,dyslipidemia : treatments,[{'summary_text': 'dyslipidemia is a chronic disease . it is the most common'}]
2500,gastroparesis : physiology,[{'summary_text': 'gastroparesis : physiology . sy'}]
2501,dwarfism : general,[{'summary_text': 'dwarfism is the most common disease in the u.s.'}]
2502,rolandic epilepsy : causes,[{'summary_text': 'rolandic epilepsy : causes of . .'}]
2503,acrodynia : general,[{'summary_text': 'acrodynia is the most populous country in'}]
2504,cryoglobulinemia : treatments,[{'summary_text': 'cryoglobulinemia is a chronic disease . .'}]
2505,carcinogenesis : general,[{'summary_text': 'carcinogenesis : systoma . '}]
2506,surrogacy : general,[{'summary_text': 'surrogacy is a common practice in the u.s.'}]
2507,myelodysplastic syndrome : treatments,[{'summary_text': 'myelodysplastic syndrome is a chronic disease . '}]
2508,spermatocele : general,[{'summary_text': 'spermatocele : a general . .'}]
2509,methemoglobinemia : general,[{'summary_text': 'methemoglobinemia : a general . .'}]
2510,primary hyperparathyroidism : diagnosis,[{'summary_text': 'primary hyperparathyroidism : diagnosis of . .'}]
2511,lupus erythematosus : treatments,[{'summary_text': 'lupus erythematosus . .'}]
2512,air embolism : symptoms,[{'summary_text': 'air embolism symptoms : symptoms of a coma '}]
2513,contact dermatitis : causes,[{'summary_text': 'contact dermatitis : causes of a coma '}]
2514,oesophagostomum : diagnosis,[{'summary_text': 'oesophagostomum : diagnosis .'}]
2515,homocystinuria : causes,[{'summary_text': 'homocystinuria : causes of disease .'}]
2516,septic shock : general,[{'summary_text': 'septic shock : a common symptom . .'}]
2517,thymoma : general,"[{'summary_text': ""thymoma : 'it's ""}]"
2518,hypoglossal nerve : general,[{'summary_text': 'hypoglossal nerve : a general symptom .'}]
2519,febrile seizure : physiology,[{'summary_text': 'febrile seizure : physiology . click here for'}]
2520,kaposi's sarcoma : causes,"[{'summary_text': ""kaposi's sarcoma : causes .""}]"
2521,anemia : symptoms,[{'summary_text': 'anemia is a common disorder in general . sys'}]
2522,yellow fever : causes,[{'summary_text': 'yellow fever is the cause of a swollen stomach .'}]
2523,growth hormone deficiency : causes,[{'summary_text': 'growth hormone deficiency : causes of a . '}]
2524,proteus (bacterium) : general,[{'summary_text': 'proteus (bacterium) is the most common bacterium .'}]
2525,mucositis : prevention,[{'summary_text': 'mucositis is a common disease . it can cause'}]
2526,hyperemesis gravidarum : physiology,[{'summary_text': 'hyperemesis gravidarum : physiology .'}]
2527,creutzfeldt–jakob disease : treatments,[{'summary_text': 'creutzfeldt–jakob disease : treatments .'}]
2528,heat stroke : causes,[{'summary_text': 'heat stroke : causes of a comorbidity .'}]
2529,instinct : general,[{'summary_text': 'instinct : what is a sanity . .'}]
2530,adrenoleukodystrophy : treatments,[{'summary_text': 'adrenoleukodystrophy : treatments '}]
2531,avian malaria : general,[{'summary_text': 'avian malaria is the most common disease in the uk .'}]
2532,pelvic organ prolapse : general,[{'summary_text': 'pelvic organ prolapse : a systolic'}]
2533,maroteaux–lamy syndrome : general,[{'summary_text': 'maroteaux–lamy syndrome : a symptom .'}]
2534,juvenile myelomonocytic leukemia : treatments,[{'summary_text': 'juvenile myelomonocytic leukemia :'}]
2535,narcolepsy : diagnosis,[{'summary_text': 'narcolepsy : diagnosis of . symptoms .'}]
2536,alzheimer's disease : causes,"[{'summary_text': ""alzheimer's disease is a chronic disease . it""}]"
2537,phimosis : general,[{'summary_text': 'phimosis is the most common disease in the u.s'}]
2538,oral cancer : causes,[{'summary_text': 'oral cancer causes : a sympathetic disorder .'}]
2539,poroma : general,[{'summary_text': 'poroma is a sydney-based company '}]
2540,microcephaly : general,[{'summary_text': 'microcephaly : a systomic '}]
2541,"45,x/46,xy mosaicism : causes","[{'summary_text': '45,x/46,xy mosaicism : causes '}]"
2542,togaviridae : general,[{'summary_text': 'togaviridae is the most popular city in the world '}]
2543,allergic conjunctivitis : treatments,[{'summary_text': 'allergic conjunctivitis : treatments for . .'}]
2544,ulnar nerve entrapment : diagnosis,[{'summary_text': 'ulnar nerve entrapment : diagnosis of .'}]
2545,bleeding diathesis : causes,[{'summary_text': 'bleeding diathesis is the cause of a coma .'}]
2546,lysosomal acid lipase deficiency : causes,[{'summary_text': 'lysosomal acid lipase deficiency'}]
2547,hemimegalencephaly : physiology,[{'summary_text': 'hemimegalencephaly : physiology . '}]
2548,leptomeningeal cancer : general,[{'summary_text': 'leptomeningeal cancer is the most common cancer .'}]
2549,rhabdomyolysis : general,[{'summary_text': 'rhabdomyolysis is the most common disease in the world'}]
2550,barotrauma : treatments,[{'summary_text': 'barotrauma treatments : treatments . . click here'}]
2551,pericardial effusion : diagnosis,[{'summary_text': 'pericardial effusion is a common disorder . .'}]
2552,stress incontinence : treatments,[{'summary_text': 'stress incontinence . treatments are available in the uk '}]
2553,ameloblastoma : physiology,[{'summary_text': 'ameloblastoma : physiology .'}]
2554,hemophagocytic lymphohistiocytosis : treatments,[{'summary_text': 'hemophagocytic lymphohistiocytosis'}]
2555,unverricht–lundborg disease : symptoms,[{'summary_text': 'unverricht–lundborg disease symptom : symptoms .'}]
2556,histoplasmosis : treatments,[{'summary_text': 'histoplasmosis is a chronic disease . .'}]
2557,ankylosis : causes,[{'summary_text': 'ankylosis causes a coma . click here for'}]
2558,reproductive system disease : general,[{'summary_text': 'reproductive system disease : a systoma '}]
2559,meibomian gland : symptoms,[{'summary_text': 'meibomian gland is a symptom . it is'}]
2560,arteritis : diagnosis,[{'summary_text': 'arteritis is the most common disorder in the u.s'}]
2561,hypernatremia : treatments,[{'summary_text': 'hypernatremia is a chronic disease . it can cause'}]
2562,febrile seizure : prevention,[{'summary_text': 'febrile seizure : prevention . click here for more information'}]
2563,neoplasm : causes,"[{'summary_text': ""neoplasm's symbiosis ""}]"
2564,surgical shock : general,[{'summary_text': 'surgical shock : what is a systolic '}]
2565,phosphofructokinase deficiency : general,[{'summary_text': 'phosphofructokinase deficiency .'}]
2566,leukostasis : symptoms,[{'summary_text': 'leukostasis symptoms : symptoms of . .'}]
2567,pectus carinatum : diagnosis,[{'summary_text': 'pectus carinatum : diagnosis . .'}]
2568,factor xii deficiency : symptoms,[{'summary_text': 'factor xii deficiency symptoms : symptoms .'}]
2569,neuromyelitis optica : causes,[{'summary_text': 'neuromyelitis optica : causes of . : '}]
2570,rorschach test : general,[{'summary_text': 'rorschach test reveals a general general . '}]
2571,pantothenate kinase-associated neurodegeneration : treatments,[{'summary_text': 'pantothenate kinase-associated neurodegeneration'}]
2572,diabetic angiopathy : general,[{'summary_text': 'diabetic angiopathy : a general . .'}]
2573,chondroblastoma : treatments,[{'summary_text': 'chondroblastoma : treatments for the disease .'}]
2574,trochlear nerve : symptoms,[{'summary_text': 'trochlear nerve symptoms : symptoms of . .'}]
2575,echinococcosis : diagnosis,[{'summary_text': 'echinococcosis is the most common diagnosis .'}]
2576,satiation : general,[{'summary_text': 'what is satiation . san francisco .'}]
2577,aphakia : treatments,[{'summary_text': 'aphakia is a chronic disease . it can cause'}]
2578,campomelic dysplasia : diagnosis,[{'summary_text': 'campomelic dysplasia : diagnosis of . .'}]
2579,chondroblastoma : diagnosis,[{'summary_text': 'chondroblastoma : diagnosis of . .'}]
2580,porokeratosis : general,[{'summary_text': 'porokeratosis : a skepticism'}]
2581,muir–torre syndrome : causes,[{'summary_text': 'muir–torre syndrome : causes . .'}]
2582,usher syndrome : physiology,[{'summary_text': 'usher syndrome : physiology . click here for more '}]
2583,medulloblastoma : treatments,[{'summary_text': 'medulloblastoma : treatments for cancer .'}]
2584,restrictive cardiomyopathy : diagnosis,[{'summary_text': 'restrictive cardiomyopathy : diagnosis of a coma .'}]
2585,social theory : general,[{'summary_text': 'social theory : a symphony of s'}]
2586,aseptic meningitis : diagnosis,[{'summary_text': 'aseptic meningitis is the most common disease . .'}]
2587,congenital limb deformities : general,[{'summary_text': 'congenital limb deformities : general . .'}]
2588,borderline personality disorder : treatments,[{'summary_text': 'borderline personality disorder is a disorder characterized by a s'}]
2589,alcoholic cardiomyopathy : symptoms,[{'summary_text': 'alcoholic cardiomyopathy . symptoms : symptoms . .'}]
2590,pleural cavity : general,[{'summary_text': 'pleural cavity is the most common symptom in the world .'}]
2591,cyanosis : causes,[{'summary_text': 'cyanosis causes a disproportionate number of people .'}]
2592,febrile neutropenia : general,[{'summary_text': 'febrile neutropenia : a swarm .'}]
2593,tarsal tunnel syndrome : causes,[{'summary_text': 'tarsal tunnel syndrome causes a coma . '}]
2594,febrile neutrophilic dermatosis : treatments,[{'summary_text': 'febrile neutrophilic dermatosis : treatments .'}]
2595,birdshot chorioretinopathy : treatments,[{'summary_text': 'birdshot chorioretinopathy : treatments . '}]
2596,chiari malformation : physiology,[{'summary_text': 'chiari malformation : physiology . et al'}]
2597,glanzmann's thrombasthenia : general,"[{'summary_text': ""glanzmann's thrombasthenia .""}]"
2598,polydactyly : symptoms,[{'summary_text': 'polydactyly . symptoms : symptoms . .'}]
2599,chorioamnionitis : general,[{'summary_text': 'chorioamnionitis is the most common disease'}]
2600,morphea : causes,[{'summary_text': 'morphea is the cause of a disorder . .'}]
2601,carbon monoxide poisoning : treatments,[{'summary_text': 'carbon monoxide poisoning : treatments . u.s'}]
2602,geographic tongue : causes,[{'summary_text': 'geographic tongue causes a disproportionate number of people in the u.'}]
2603,reward : general,[{'summary_text': 'what is reward . click here for all the latest latest news .'}]
2604,lysosomal storage disease : general,[{'summary_text': 'lysosomal storage disease : a symptom '}]
2605,renal artery stenosis : physiology,[{'summary_text': 'renal artery stenosis : physiology .'}]
2606,hantavirus hemorrhagic fever with renal syndrome : prevention,[{'summary_text': 'hantavirus hemorrhagic fever with renal syndrome'}]
2607,tension headache : treatments,[{'summary_text': 'tension headache treatments : treatments . click here for more information .'}]
2608,vulvitis : diagnosis,[{'summary_text': 'vulvitis is a common disorder in a u.'}]
2609,hepatocellular adenoma : symptoms,[{'summary_text': 'hepatocellular adenoma : symptoms .'}]
2610,transmissible spongiform encephalopathy : diagnosis,[{'summary_text': 'transmissible spongiform encephalopathy : diagnosis'}]
2611,usher syndrome : diagnosis,[{'summary_text': 'usher syndrome is the most common disorder in the u.s.'}]
2612,sertoli cell tumour : general,[{'summary_text': 'sertoli cell tumour : a symptom . .'}]
2613,acne : physiology,[{'summary_text': 'acne a physiology : physiotherapy . .'}]
2614,neurosyphilis : diagnosis,[{'summary_text': 'neurosyphilis is a rare disease . it can cause'}]
2615,acute radiation syndrome : causes,[{'summary_text': 'acute radiation syndrome is a chronic disease . a sclerosis'}]
2616,nervous system disease : causes,[{'summary_text': 'nervous system disease is a common disease . : causes .'}]
2617,pseudorabies : symptoms,[{'summary_text': 'pseudorabies symptoms : symptoms of a coma .'}]
2618,subacute combined degeneration of spinal cord : diagnosis,[{'summary_text': 'subacute combined degeneration of spinal cord . diagnosis of suba'}]
2619,anorexia nervosa : physiology,[{'summary_text': 'anorexia nervosa : physiology '}]
2620,polycystic kidney disease : symptoms,[{'summary_text': 'polycystic kidney disease : symptoms of . .'}]
2621,amelogenesis imperfecta : diagnosis,[{'summary_text': 'amelogenesis imperfecta : diagnosis . hepat'}]
2622,adrenocortical adenoma : causes,[{'summary_text': 'adrenocortical adenoma :'}]
2623,friedreich's ataxia : general,"[{'summary_text': ""friedreich's ataxia is the most popular in the world""}]"
2624,meningococcal disease : symptoms,[{'summary_text': 'meningococcal disease : symptoms of . .'}]
2625,venous thrombosis : physiology,[{'summary_text': 'venous thrombosis : physiology .'}]
2626,neonatal alloimmune thrombocytopenia : treatments,[{'summary_text': 'neonatal alloimmune thrombocytopenia '}]
2627,common bile duct stone : causes,[{'summary_text': 'common bile duct stone . a symptom .'}]
2628,mycosis : causes,[{'summary_text': 'mycosis causes a coma . click here for'}]
2629,conduction aphasia : treatments,[{'summary_text': 'conduction aphasia : treatments for the disease '}]
2630,pasteurellaceae : general,[{'summary_text': 'pasteurellaceae : a list of the most common '}]
2631,lipid metabolism : general,[{'summary_text': 'lipid metabolism is the most important factor in a healthy lifestyle .'}]
2632,cytokine release syndrome : prevention,[{'summary_text': 'cytokine release syndrome is the prevention of a disease .'}]
2633,thumb sucking : prevention,[{'summary_text': 'thumb sucking : prevention . click here for more information .'}]
2634,hepatic veno-occlusive disease : diagnosis,[{'summary_text': 'hepatic veno-occlusive disease : diagnosis'}]
2635,ascariasis : symptoms,[{'summary_text': 'ascariasis symptoms : symptoms of a coma'}]
2636,digeorge syndrome : diagnosis,[{'summary_text': 'digeorge syndrome is a rare disease characterized by a'}]
2637,transient ischemic attack : causes,[{'summary_text': 'transient ischemic attack : causes of a . '}]
2638,esophagitis : general,[{'summary_text': 'esophagitis is the most common disease in the world '}]
2639,kallmann syndrome : general,[{'summary_text': 'kallmann syndrome : a symptom . .'}]
2640,peritonsillar abscess : general,[{'summary_text': 'peritonsillar abscess : the general .'}]
2641,hypertensive encephalopathy : general,[{'summary_text': 'hypertensive encephalopathy : symptomatic .'}]
2642,macroglossia : diagnosis,[{'summary_text': 'macroglossia : diagnosis . u.s'}]
2643,macular degeneration : general,[{'summary_text': 'macular degeneration : a common symptom . .'}]
2644,gait abnormality : general,[{'summary_text': 'gait abnormality is the most common disorder in the u.s'}]
2645,benign prostatic hyperplasia : causes,[{'summary_text': 'benign prostatic hyperplasia : causes of . .'}]
2646,pigmentation disorder : general,[{'summary_text': 'pigmentation disorder : a common symptom . it can cause'}]
2647,cognitive remediation therapy : general,[{'summary_text': 'cognitive remediation therapy : a systolic '}]
2648,myotonia congenita : causes,[{'summary_text': 'myotonia congenita : causes of disease .'}]
2649,tetralogy of fallot : treatments,[{'summary_text': 'fallot tetralogy of the u.s.'}]
2650,gas gangrene : treatments,"[{'summary_text': ""gas gangrene : treatments . uk's ""}]"
2651,peanut allergy : prevention,[{'summary_text': 'peanut allergy prevention : prevention . click here for more information .'}]
2652,hereditary spherocytosis : treatments,[{'summary_text': 'hereditary spherocytosis : treatments '}]
2653,vocal cord dysfunction : treatments,[{'summary_text': 'vocal cord dysfunction is a common condition . there are no cures'}]
2654,rhinosporidiosis : treatments,[{'summary_text': 'rhinosporidiosis is a rare disease . it can be'}]
2655,metabolic syndrome : symptoms,[{'summary_text': 'metabolic syndrome symptoms : symptoms . : bowel syndrome :'}]
2656,fasciolosis : physiology,[{'summary_text': 'fasciolosis : physiology . et al'}]
2657,psychomotor agitation : treatments,[{'summary_text': 'psychomotor agitation is a treatment for a symptom '}]
2658,cluster headache : diagnosis,[{'summary_text': 'cluster headache symptoms : diagnosis . : if you are '}]
2659,peptic ulcer disease : symptoms,[{'summary_text': 'peptic ulcer disease : symptoms of a . .'}]
2660,embryonal carcinoma : symptoms,[{'summary_text': 'embryonal carcinoma is a common condition . it is common to'}]
2661,bell's palsy : treatments,"[{'summary_text': ""bell's palsy treatment : treatments . click here for""}]"
2662,beta-mannosidosis : general,[{'summary_text': 'beta-mannosidosis : a general symptom .'}]
2663,jervell and lange-nielsen syndrome : diagnosis,[{'summary_text': 'jervell and lange-nielsen syndrome : diagnosis'}]
2664,thiamine deficiency : general,[{'summary_text': 'thiamine deficiency : a . .'}]
2665,helicobacter pylori : symptoms,[{'summary_text': 'helicobacter pyloria : symptoms .'}]
2666,sacroiliitis : causes,[{'summary_text': 'sacroiliitis is a chronic disease .'}]
2667,status epilepticus : diagnosis,[{'summary_text': 'status epilepticus : diagnosis of a symptom .'}]
2668,salmonellosis : general,[{'summary_text': 'salmonellosis is the most common disease in the u.s'}]
2669,agranulocytosis : causes,[{'summary_text': 'agranulocytosis causes a . .'}]
2670,toe walking : causes,[{'summary_text': 'toe walking is a common cause of injury . a '}]
2671,septo-optic dysplasia : causes,[{'summary_text': 'septo-optic dysplasia : causes . '}]
2672,acinar cell carcinoma of the pancreas : symptoms,[{'summary_text': 'acinar cell carcinoma of the pancreas : symptoms'}]
2673,aphthous stomatitis : general,[{'summary_text': 'aphthous stomatitis : general'}]
2674,traumatic brain injury : prevention,[{'summary_text': 'traumatic brain injury prevention : prevention . click here for more information'}]
2675,jealousy : general,[{'summary_text': 'jealousy : a sexy saga .'}]
2676,lymphocytopenia : diagnosis,[{'summary_text': 'lymphocytopenia is the most common symptom . .'}]
2677,postpartum bleeding : symptoms,[{'summary_text': 'postpartum bleeding symptoms : symptoms of a coma '}]
2678,kleine–levin syndrome : treatments,[{'summary_text': 'kleine–levin syndrome is a rare disease . it can cause'}]
2679,status epilepticus : general,[{'summary_text': 'status epilepticus : systomy .'}]
2680,toxocariasis : treatments,[{'summary_text': 'toxocariasis is a chronic disease . it'}]
2681,diastasis symphysis pubis : treatments,[{'summary_text': 'diastasis symphysis pubis :'}]
2682,cellulitis : treatments,[{'summary_text': 'cellulitis is a chronic disease . it can cause a'}]
2683,familial mediterranean fever : diagnosis,[{'summary_text': 'familial mediterranean fever : diagnosis of .'}]
2684,minimal change disease : treatments,[{'summary_text': 'minimal change disease : treatments . a randomized controlled trial '}]
2685,periodontal disease : prevention,[{'summary_text': 'periodontal disease is a common disease . it is common to'}]
2686,tricuspid valve stenosis : diagnosis,[{'summary_text': 'tricuspid valve stenosis : diagnosis .'}]
2687,hypospadias : general,[{'summary_text': 'hypospadias : a symbios'}]
2688,paronychia : diagnosis,[{'summary_text': 'paronychia is a rare disease . it can cause'}]
